rating,date,variation,verified_reviews,feedback,review_tokens,score
5,26-Jul-18,Black  Spot,"I have two. One in my computer room and the other that I move around out on the deck. Not great for watching video, but it can be done. With the added sound you don't get from the Echo Dot, it is perfect for the location I have it in. Add whole house music, and you have just arrived in Nervana.",1,",two,.,One,,,computer,room,,,,,I,move,around,,,,deck,.,Not,great,,watching,video,,,,,,,done,.,With,,added,sound,,,n't,get,,,Echo,Dot,,,,,perfect,,,location,I,,,,.,Add,whole,house,music,,,,,,,arrived,,Nervana",0.5998
4,25-Jul-18,Black  Spot,Surprisingly handy. Wish it had more options geared towards it being on your nigh stand. Like an even dimmer setting.,1,"handy,.,Wish,,,,options,geared,towards,,,,,nigh,stand,.,Like,,even,dimmer,setting",0.7506
5,25-Jul-18,Black  Spot,"I was on beta list for Alexa, Have a Show, an original Alexa, 4 Echo's and I actually like this the best, even more than show",1,",,beta,list,,Alexa,,,Have,,Show,,,,original,Alexa,,,4,Echo,'s,,I,actually,like,,,best,,,even,,",0.8402
5,25-Jul-18,Black  Spot,Love it!,1,,0.6696
3,25-Jul-18,Black  Spot,"I was contacted by people in India. Were they suppose to charge me $79.00? It was very hard to understand their instructions. They did have control of my computer and network. I, also, bought a Cloud Cam but do not know how to make it work with Alexa.",1,",contacted,,people,,India,.,Were,,suppose,,charge,,$,79.00,?,It,,,hard,,understand,,instructions,.,They,,,control,,,computer,,network,.,I,,,also,,,bought,,Cloud,Cam,,,,know,,,make,,work,,Alexa",-0.0891
3,25-Jul-18,White  Spot,"I have the dot and Echo Plus, this one can't seem to &#34;hear&#34; me as well and doesn't do as much as I expected.",1,",,dot,,Echo,Plus,,,,one,ca,n't,seem,,&,#,34,;,hear,&,#,34,;,,,well,,,n't,,,much,,I,expected",0.2732
5,25-Jul-18,White  Spot,Bought this for our son as his birthday present and he loves it.  Often find him jamming to music in his room now  :)  He loves the options for the alarms and we have his weekday alarms set to repeat and he gets to sleep in on non-school days.,1,",,,son,,,birthday,present,,,loves,,.,Often,find,,jamming,,music,,,room,,:,),He,loves,,options,,,alarms,,,,,weekday,alarms,set,,repeat,,,gets,,sleep,,,non-school,days",0.802
5,25-Jul-18,Black  Spot,Great product!,1,product,0.6588
5,25-Jul-18,White  Spot,I love my echo spot!,1,"love,,echo,spot",0.6696
5,25-Jul-18,White  Spot,Excellent purchase!!,1,"purchase,!",0.6467
5,25-Jul-18,White  Spot,"What a great little gadget for the house. You ask and it delivers, period. Well done!",1,",great,little,gadget,,,house,.,You,ask,,,delivers,,,period,.,Well,done",0.7574
2,25-Jul-18,Black  Spot,"I switched to google. The amazon helper is more for shopping, and google is the tasks assistant.",0,"switched,,google,.,The,amazon,helper,,,,shopping,,,,google,,,tasks,assistant",0.4767
5,25-Jul-18,Black  Spot,My favorite Echo. A more than adequate replacement for a clock radio.,1,"favorite,Echo,.,A,,,adequate,replacement,,,clock,radio",0.6344
5,25-Jul-18,Black  Spot,"The Echo Spot is compact, nice sound and camera quality. Makes it great to video chat with the family when I'm travelling for work. Ease of use that the youngest member (10 years) has no problem talking to Mama on the video chat and understands the important of digital security.",1,"Echo,Spot,,compact,,,nice,sound,,camera,quality,.,Makes,,great,,video,chat,,,family,,I,'m,travelling,,work,.,Ease,,use,,,youngest,member,(,10,years,),,,problem,talking,,Mama,,,video,chat,,understands,,important,,digital,security",0.8271
5,25-Jul-18,White  Spot,This echo spot is great I love it,1,"echo,spot,,great,I,love",0.8519
5,25-Jul-18,White  Spot,"The voice recognition is amazing, perfect companion for the bedroom.",1,"voice,recognition,,amazing,,,perfect,companion,,,bedroom",0.8176
5,24-Jul-18,Black  Spot,"I liked it, perfect size, the screen is really clear,  and elegant.",1,"liked,,,,perfect,size,,,,screen,,really,clear,,,,elegant",0.9145
5,24-Jul-18,White  Spot,"I am not easily impressed with electronic goodies. But...OMG this is by far the coolest thing I have ever had.  It does everything short of clean your house... which, when I asked Alexa to clean my house.... was told she didn’t have hands, but instead played a fantastic playlist for cleaning!  From reading books to my five year old, to video chat, to silly selfies, music that automatically goes to my Bose Bluetooth speaker, setting timers, alarms, changing my thermostat on voice command, tells me the weather, sends hubby a grocery pick up list, and I am sure. Million more things!BUY IT.....you u will not regret it.",1,",,easily,impressed,,electronic,goodies,.,But,...,OMG,,,,far,,coolest,thing,I,,ever,,.,It,,everything,short,,clean,,house,...,,,,,I,asked,Alexa,,clean,,house,....,,told,,,’,,,hands,,,,instead,played,,fantastic,playlist,,cleaning,!,From,reading,books,,,five,year,old,,,,video,chat,,,,silly,selfies,,,music,,automatically,goes,,,Bose,Bluetooth,speaker,,,setting,timers,,,alarms,,,changing,,thermostat,,voice,command,,,tells,,,weather,,,sends,hubby,,grocery,pick,,list,,,,I,,sure,.,Million,,things,!,BUY,IT,.....,,u,,,regret,",0.9251
5,24-Jul-18,White  Spot,"This product is beautifully designed and I no longer have to hide an Echo device away like I did with Dot. It would be nice if Amazon would lose that camera though, which I have not used and might cause squirms for the privacy conscious.",1,"product,,beautifully,designed,,I,,longer,,,hide,,Echo,device,away,like,I,,,Dot,.,It,would,,nice,,Amazon,would,lose,,camera,though,,,,I,,,used,,might,cause,squirms,,,privacy,conscious",0.6249
4,24-Jul-18,White  Spot, ,1,,0.0
5,24-Jul-18,White  Spot,Love this little dot with a screen.  Super easy to set up and easy to use.  Instantly connected to all my other echo products.  I also bought the screen cover that has the blocking button for the camera if you want to use it.  Recommended.,1,",little,dot,,,screen,.,Super,easy,,set,,,easy,,use,.,Instantly,connected,,,,,echo,products,.,I,also,bought,,screen,cover,,,,blocking,button,,,camera,,,want,,use,,.,Recommended",0.9246
2,24-Jul-18,Black  Spot,ALEXA IS NOT AS SMART AS SIRI! CANNOT CANCEL SNOOZE AFTER ALARM GOES OFF. HAVE TO CANCEL PRE-SET ALARM FOR WEEKDAYS.,0,"IS,NOT,AS,SMART,AS,SIRI,!,CAN,NOT,CANCEL,SNOOZE,AFTER,ALARM,GOES,OFF,.,HAVE,TO,CANCEL,PRE-SET,ALARM,FOR,WEEKDAYS",-0.5954
1,24-Jul-18,White  Spot,"Great product EXCEPT there is no possible way for it to act as a clock the displays the time PERMANENTLY.  When in 'Clock' mode, the screen rotates between the clock face and a 'Things to Try' screen.  I intended on buying several units for my house, but I do not need a screen in the house that is permanently trying to upset me.  Acting as clock should be a BASIC feature of the Echo Spot.  How could you get this wrong, Amazon??  #FAIL",0,"product,EXCEPT,,,,possible,way,,,,act,,,clock,,displays,,time,PERMANENTLY,.,When,,'Clock,',mode,,,,screen,rotates,,,clock,face,,,'Things,,Try,',screen,.,I,intended,,buying,several,units,,,house,,,,I,,,need,,screen,,,house,,,permanently,trying,,upset,,.,Acting,,clock,,,,BASIC,feature,,,Echo,Spot,.,How,could,,get,,wrong,,,Amazon,?,?,#",-0.7716
2,24-Jul-18,Black  Spot,"I wanted to use this as a bedside clock with the ability to play music and podcasts. Sadly, it continuously scrolls the &#34;Things to try&#34; and won't stay on the clock face. Amazon is about to get this one back.",0,"wanted,,use,,,,bedside,clock,,,ability,,play,music,,podcasts,.,Sadly,,,,continuously,scrolls,,&,#,34,;,Things,,try,&,#,34,;,,wo,n't,stay,,,clock,face,.,Amazon,,,,get,,one,back",0.3818
5,24-Jul-18,Black  Spot,Hands free calling in the house. I misplace my cell phone all the time so this is a real blessing. Really enjoying the streaming music.,1,"free,calling,,,house,.,I,misplace,,cell,phone,,,time,,,,,real,blessing,.,Really,enjoying,,streaming,music",0.8805
5,24-Jul-18,Black  Spot,"Got for elderly parents,easy for them to use.just instructions could be more informative",1,",elderly,parents,,,easy,,,,use.just,instructions,could,,",0.0
5,24-Jul-18,Black  Spot,This thing is great. Fantastic alarm clock.,1,"thing,,great,.,Fantastic,alarm,clock",0.743
5,24-Jul-18,White  Spot,"We love using it for bedtime reading on Audible. It's very kid-friendly, and I can see liking it in the kitchen while I'm cooking since it's small and unobtrusive. We like it better than our Echo Dot.",1,"love,using,,,bedtime,reading,,Audible,.,It,'s,,kid-friendly,,,,I,,see,liking,,,,kitchen,,I,'m,cooking,since,,'s,small,,unobtrusive,.,We,like,,better,,,Echo,Dot",0.9062
5,24-Jul-18,White  Spot,very nice gadget. love it's look.,1,"nice,gadget,.,love,,'s,look",0.8204
1,23-Jul-18,White  Spot,Not happy with the Spot.  Reset numerous times.  Seems to be in slow mode.  Have to be practically on top of it for it to hear me.  Even after talking with support I still do not have “themes” in the menu to choose from!,0,"happy,,,Spot,.,Reset,numerous,times,.,Seems,,,,slow,mode,.,Have,,,practically,,top,,,,,,hear,,.,Even,,talking,,support,I,still,,,,“,themes,”,,,menu,,choose,",0.2008
5,23-Jul-18,Black  Spot,Husband loves it!,1,"loves,",0.6114
5,23-Jul-18,Black  Spot,***Love it***,1,"*,*,Love,,*,*",0.0
5,23-Jul-18,Black  Spot,Love the Spot - Awesome little guy with precise video - I’m saving to buy one for my mom on the east coast - The Spot changes Everything as far as keeping your loved ones connected!!!Well worth every Cent!!,1,",Spot,-,Awesome,little,guy,,precise,video,-,I,’,,saving,,buy,one,,,mom,,,east,coast,-,The,Spot,changes,Everything,,far,,keeping,,loved,ones,connected,!,!,!,Well,worth,every,Cent,!",0.9457
2,23-Jul-18,White  Spot,"All is fine with the Spot exact for one massive failing.  In order to turn off a repeating alarm in the morning you pretty much have to talk - which is not a thing you usually want to do when first woken up and your bed partner will definitely not like.  YES, you can manually swipe up on the alarm face to dismiss but i) swiping up rather than touching screen when you are half asleep is very difficult and results in setting snooze more than half the time even if you really try to swipe to dismiss and ii) if you do manage to swipe up to dismiss, then you completely delete your recurring alarm.This is especially annoying as Amazon could so easily fix this by simply making touching the screen turn off the alarm but NOT delete it or at least make it a setting to decide whether touching the screen for a recurring alarm snoozes or turns it off.  But as the clock has been out for a year now and they still haven't adding this setting, clearly not going to happen.  This may be the biggest product design screw up Amazon has ever made.",0,",fine,,,Spot,exact,,one,massive,failing,.,In,order,,turn,,,repeating,alarm,,,morning,,pretty,much,,,talk,-,,,,,thing,,usually,want,,,,first,woken,,,,bed,partner,,definitely,,like,.,YES,,,,,manually,swipe,,,,alarm,face,,dismiss,,,),swiping,,rather,,touching,screen,,,,half,asleep,,,difficult,,results,,setting,snooze,,,half,,time,even,,,really,try,,swipe,,dismiss,,ii,),,,,manage,,swipe,,,dismiss,,,,,completely,delete,,recurring,alarm.This,,especially,annoying,,Amazon,could,,easily,fix,,,simply,making,touching,,screen,turn,,,alarm,,NOT,delete,,,,least,make,,,setting,,decide,whether,touching,,screen,,,recurring,alarm,snoozes,,turns,,,.,But,,,clock,,,,,,year,,,,still,,n't,adding,,setting,,,clearly,,going,,happen,.,This,may,,,biggest,product,design,screw,,Amazon,,ever,made",-0.7187
5,23-Jul-18,White  Spot,Excellent,1,,0.5719
2,23-Jul-18,Black  Spot,"item returned for repair ,receivded item back from repair 07/23/18 . parts missing no power cord included.please advise",0,"returned,,repair,,,receivded,item,back,,repair,07/23/18,.,parts,missing,,power,cord,included.please",-0.5267
5,23-Jul-18,White  Spot,Awesome item that I had to buy two!,1,"item,,I,,,buy,two",0.6588
2,23-Jul-18,Black  Spot,"For as awesome as the Echo and Echo Dots are, the Spot is a disappointment. There is very little control over what the screen shows, what the clock looks like, what order things show up in, etc. At this point if I hadn't thrown the box away immediately, I would have sent it back and just got another full size Echo.",0,",awesome,,,Echo,,Echo,Dots,,,,,Spot,,,disappointment,.,There,,,little,control,,,,screen,shows,,,,,clock,looks,like,,,,order,things,show,,,,,etc,.,At,,point,,I,,n't,thrown,,box,away,immediately,,,I,would,,sent,,back,,,got,another,full,size,Echo",0.5106
5,23-Jul-18,Black  Spot,It has replaced my clock and Google Mini on my nightstand.  Outstanding little device.  I hope an update will give a simple face and font color options for the clock.,1,",replaced,,clock,,Google,Mini,,,nightstand,.,Outstanding,little,device,.,I,hope,,update,,give,,simple,face,,font,color,options,,,clock",0.7665
5,23-Jul-18,White  Spot,I love the echo spot!,1,"love,,echo,spot",0.6696
5,23-Jul-18,Black  Spot,It every ting I thought it would be plus more.  This will be going to my MOM right after I get through playing with it.,1,"every,ting,I,thought,,would,,plus,,.,This,,,going,,,MOM,right,,I,get,,playing,,",0.2023
5,22-Jul-18,White  Spot,The most fascinating thing I've ever bought,1,",fascinating,thing,I,'ve,ever",0.5849
3,22-Jul-18,Black  Spot,"Sound quality is less than a dot, microphones don't pick me up as well as the other models (i have Echo and Dots).  Picture quality is good",1,"quality,,less,,,dot,,,microphones,,n't,pick,,,,well,,,,models,(,,,Echo,,Dots,),.,Picture,quality,",0.6124
5,22-Jul-18,White  Spot,Awesome cute and smart!,1,"cute,,smart",0.8777
1,22-Jul-18,Black  Spot,Product forces user to review Alexa Things to Try. There is no way to disable it.,0,"forces,user,,review,Alexa,Things,,Try,.,There,,,way,,disable,",-0.296
5,22-Jul-18,Black  Spot,"Absolutely love it. After much persuasion from a friend, I finally gave in and bought one. Let's just say that the moment Alexa enters my life, I turn around and tell Siri to get the hell out.",1,"love,,.,After,much,persuasion,,,friend,,,I,finally,gave,,,bought,one,.,Let,'s,,say,,,moment,Alexa,enters,,life,,,I,turn,around,,tell,Siri,,get,,hell,",0.4754
5,22-Jul-18,Black  Spot,I love love love it.,1,"love,love,love,",0.9274
5,22-Jul-18,Black  Spot,GREAT,1,,0.6249
5,22-Jul-18,Black  Spot,"This is my first Alexa device and it is so fun to discover all of the ways to use it. The biggest con with me is the ""drop-in"" feature, it's pretty creepy",1,",,first,Alexa,device,,,,,fun,,discover,,,,ways,,use,,.,The,biggest,con,,,,,``,drop-in,'',feature,,,,'s,pretty",0.8147
5,22-Jul-18,Black  Spot,The best thing since sliced bread!,1,"best,thing,since,sliced,bread",0.6696
1,22-Jul-18,Black  Spot,"Can’t be used as a baby monitor which is why I had purchased it.  I didn’t realize this until I read the reviews on the Alexa skill for syncing the Nest Cam.  Considering all of the poor reviews and the fact that it should be simple to fix, surprised Amazon hasn’t upgraded the software to allow more than 39 minutes of viewing or alerts like you get on the Nest app.",0,"’,,,used,,,baby,monitor,,,,I,,purchased,,.,I,,’,,realize,,,I,read,,reviews,,,Alexa,skill,,syncing,,Nest,Cam,.,Considering,,,,poor,reviews,,,fact,,,,,simple,,fix,,,surprised,Amazon,,’,,upgraded,,software,,allow,,,39,minutes,,viewing,,alerts,like,,get,,,Nest,app",0.4404
3,22-Jul-18,Black  Spot,"Would be 5 stars if you could turn off the &#34;Things to Try&#34; screen!!!  I should have read up on this before buying the Spot.  Amazon, please update to enable us to turn this off!  It is SO extremely annoying to look over to see the time but instead see &#34;Things to try&#34;.",1,",5,stars,,,could,turn,,,&,#,34,;,Things,,Try,&,#,34,;,screen,!,!,!,I,,,read,,,,,buying,,Spot,.,Amazon,,,please,update,,enable,us,,turn,,,!,It,,SO,extremely,annoying,,look,,,see,,time,,instead,see,&,#,34,;,Things,,try,&,#,34,;",-0.3923
5,22-Jul-18,Black  Spot,Love it. So great to use!!!,1,",.,So,great,,use,!,!",0.8877
1,22-Jul-18,Black  Spot,"I own 3 of these...  amazon is ignoring its customers and using these devices as a marketing tool.  You can customize the screen contents, but you cannot turn off there advertising, Things to Try...  People will suggest that you can, but you can only do so if you turn off all content changes which is not an acceptable option.Moreover, they should increase the size slightly, and improve the audio speaker.  That would give you a 5 star device.Right now i’m debating whether to return all 3 devices.  My wife says we should.",0,",3,,,...,amazon,,ignoring,,customers,,using,,devices,,,marketing,tool,.,You,,customize,,screen,contents,,,,,,,turn,,,advertising,,,Things,,Try,...,People,,suggest,,,,,,,,,,,,,,turn,,,content,changes,,,,,acceptable,option.Moreover,,,,,increase,,size,slightly,,,,improve,,audio,speaker,.,That,would,give,,,5,star,device.Right,,,’,,debating,whether,,return,,3,devices,.,My,wife,says,,",0.533
5,22-Jul-18,Black  Spot,"I never thought I was going to be THAT person that is completely connected. I purchased this and another Echo product on Prime Day and fell in love.  I have one in my office and one in our kitchen.  I have already used this for morning briefings from the News while I am getting ready for the day as well as look up recipes.  The screen is big enough for me to easily read writing (this was a concern for me).  I loved this so much I purchased it for my grandparents and parents so they can easily video call me as they tend to have issues with their computer and other video conferencing tools.  Note: I did purchase camera covers (even though there is a button to &#34;turn off the camera and microphone&#34; and it doesn't impede the operations and camera so if that is what you are worried about, there are work around!",1,"never,thought,I,,going,,,THAT,person,,,completely,connected,.,I,purchased,,,another,Echo,product,,Prime,Day,,fell,,love,.,I,,one,,,office,,one,,,kitchen,.,I,,already,used,,,morning,briefings,,,News,,I,,getting,ready,,,day,,well,,look,,recipes,.,The,screen,,big,enough,,,,easily,read,writing,(,,,,concern,,,),.,I,loved,,,much,I,purchased,,,,grandparents,,parents,,,,easily,video,call,,,,tend,,,issues,,,computer,,,video,conferencing,tools,.,Note,:,I,,purchase,camera,covers,(,even,though,,,,button,,&,#,34,;,turn,,,camera,,microphone,&,#,34,;,,,,n't,impede,,operations,,camera,,,,,,,,worried,,,,,,work,around",0.9392
5,21-Jul-18,White  Spot,"LOVE love love this!  I have an echo, and several echo dots, but love the video with this and the clock.  I no longer have to wake up and say &#34;Alexa, what time is it?&#34; or &#34;Alexa, weather&#34;  I can even watch videos on it if i forget my kindle before bed.",1,"love,love,,!,I,,,echo,,,,several,echo,dots,,,,love,,video,,,,,clock,.,I,,longer,,,wake,,,say,&,#,34,;,Alexa,,,,time,,,?,&,#,34,;,,&,#,34,;,Alexa,,,weather,&,#,34,;,I,,even,watch,videos,,,,,forget,,kindle,,bed",0.8781
5,21-Jul-18,Black  Spot,After purchasing my Echo Spot to add to our other 4 Amazon Echoes...I am very pleased with the Echo Spot...I use  it with our Arlo Security cameras and Ring video doorbell and works without any problems...,1,"purchasing,,Echo,Spot,,add,,,,4,Amazon,Echoes,...,I,,,pleased,,,Echo,Spot,...,I,use,,,,Arlo,Security,cameras,,Ring,video,doorbell,,works,without,,problems",0.7425
1,21-Jul-18,Black  Spot,Disconnects often,0,,0.0
5,21-Jul-18,Black  Spot,"It does so much more than I knew when I bought it. It pretty much runs my house, helps me fall asleep, takes care of my schedule, and entertainment",1,",,much,,,I,knew,,I,bought,,.,It,pretty,much,runs,,house,,,helps,,fall,asleep,,,takes,care,,,schedule,,,",0.8957
5,21-Jul-18,Black  Spot,"Love, love so far. I just received it Thursday. I unwrapped it, set it up, & immediately programmed it. No problem with the reoccurring things to try. I set it to rotate once and shows time like I want. I love the low ambient look at night.",1,",,love,,far,.,I,,received,,Thursday,.,I,unwrapped,,,,set,,,,,&,immediately,programmed,,.,No,problem,,,reoccurring,things,,try,.,I,set,,,rotate,,,shows,time,like,I,want,.,I,love,,low,ambient,look,,night",0.886
5,21-Jul-18,White  Spot,"This is the best Alexa enabled device you can get, it is so versatile and useful. It sound way better than the dot but not as good as the regular echo. The screen makes all the difference in the world.",1,",,best,Alexa,enabled,device,,,get,,,,,,versatile,,useful,.,It,sound,way,better,,,dot,,,,good,,,regular,echo,.,The,screen,makes,,,difference,,,world",0.3659
5,21-Jul-18,Black  Spot,"I needed an alarm clock and this fit the bill perfectly.  I am a believer in amazon echo, Alexa and fire.  Great customization options and Alexa is always helpful.  Sound quality is also surprisingly good.",1,"needed,,alarm,clock,,,fit,,bill,perfectly,.,I,,,believer,,amazon,echo,,,Alexa,,fire,.,Great,customization,options,,Alexa,,always,helpful,.,Sound,quality,,also,surprisingly,good",0.943
4,21-Jul-18,Black  Spot,You're going to have to shell out an extra $20 bucks for the stand that should come with it so you can angle it best for how ever you are using this. My biggest gripe. I already spent an arm and a leg on this it should come with the stand.,1,"'re,going,,,,shell,,,extra,$,20,bucks,,,stand,,,come,,,,,,angle,,best,,,ever,,,using,,.,My,biggest,gripe,.,I,already,spent,,arm,,,leg,,,,,come,,,stand",0.6369
4,21-Jul-18,White  Spot,"Love it except that Amazon needs a reference one cohesive link for a full user manual. I don't have hours to research websites. Plus, more instruction from Alexa on skills would be great. We often get the answer, ""I don't know that skill"" even though I've added it in the app. I.e. Kwikset or Pizza Hut.",1,",except,,Amazon,needs,,reference,one,cohesive,link,,,full,user,manual,.,I,,n't,,hours,,research,websites,.,Plus,,,,instruction,,Alexa,,skills,would,,great,.,We,often,get,,answer,,,``,I,,n't,know,,skill,'',even,though,I,'ve,added,,,,app,.,I.e,.,Kwikset,,Pizza,Hut",0.875
5,21-Jul-18,Black  Spot,Such a handy item to have on my night stand. She reads to me at night and gets me all set for the day in the morning with my calendar and weather views.,1,",handy,item,,,,,night,stand,.,She,reads,,,,night,,gets,,,set,,,day,,,morning,,,calendar,,weather,views",0.0
5,21-Jul-18,Black  Spot, ,1,,0.0
5,21-Jul-18,Black  Spot,"I got this on Prime day and figured I'd see what all the hype is about.  Honestly I didn't really want to like it as personally bugging my house seems kinda weird, but honestly, I love it.  Like it or not this is the way the world is going, so why not.I loved it so much I ordered 2.  I didn't get the Show because it looks like it came from the 1990's and is downright ugly.  I have no interest on watching anything on these devices anyway, so the Spot's screen does not bother me - although it is very clear.Alexa can hear you from pretty much everywhere.  My favorite part about this is having it in our living room where it's hooked up to our bluetooth soundbar - where I can just say play any song I want and it will.  I guess I could just pick up my smartphone to do that, but you don't know how much easier it is to interact with media using your voice rather than navigating through multiple pages.The one thing that I am not a fan of is the home screen cards do not really rotate that much - they also do not rotate when playing music.  I'd love for it to display the weather as I listen to music.The screen is clear and I also really enjoy Alexa being able to tell me how my commute will be - there is a great skill that you can download that will tell you traffic to 5 different places (that you program and name) so you can say alexa give me traffic to my parents - and she will tell you the best route and time you will arrive in current traffic.  I have this programmed for my parents, fiances parents, work, and her work.  So it really works great.The one thing that I actually preferred the Dot over the Spot is the dot will light up different colors when you have package notifications.. I have not seen the Spot really do much for package notifications yet.  The dot it was very easy to tell when something was delivered.  I would recommend Amazon do exactly what they did for the Dot but on the Spot - the Dot lights up colors - why can't the Spot ?  The same way you command alexa and you get that blue ring, just make that ring yellow when a package is updated for delivery.Overall it's a great device that I am looking forward to integrating my home around.  I'm already looking at dash buttons, smart plugs, etc..- and = when I become a home owner instead of renting where I can't tinker with my thermostat I will be purchasing a Nest down the road for HVAC integration.",1,"got,,,Prime,day,,figured,I,'d,see,,,,hype,,,.,Honestly,I,,n't,really,want,,like,,,personally,bugging,,house,seems,kinda,weird,,,,honestly,,,I,love,,.,Like,,,,,,,way,,world,,going,,,,,not.I,loved,,,much,I,ordered,2,.,I,,n't,get,,Show,,,looks,like,,came,,,1990,'s,,,downright,ugly,.,I,,,interest,,watching,anything,,,devices,anyway,,,,,Spot,'s,screen,,,bother,,-,although,,,,clear.Alexa,,hear,,,pretty,much,everywhere,.,My,favorite,part,,,,,,,,living,room,,,'s,hooked,,,,bluetooth,soundbar,-,,I,,,say,play,,song,I,want,,,,.,I,guess,I,could,,pick,,,smartphone,,,,,,,,,n't,know,,much,easier,,,,interact,,media,using,,voice,rather,,navigating,,multiple,pages.The,one,thing,,I,,,,fan,,,,home,screen,cards,,,really,rotate,,much,-,,also,,,rotate,,playing,music,.,I,'d,love,,,,display,,weather,,I,listen,,music.The,screen,,clear,,I,also,really,enjoy,Alexa,,able,,tell,,,,commute,,,-,,,,great,skill,,,,download,,,tell,,traffic,,5,different,places,(,,,program,,name,),,,,say,alexa,give,,traffic,,,parents,-,,,,tell,,,best,route,,time,,,arrive,,current,traffic,.,I,,,programmed,,,parents,,,fiances,parents,,,work,,,,,work,.,So,,really,works,great.The,one,thing,,I,actually,preferred,,Dot,,,Spot,,,dot,,light,,different,colors,,,,package,notifications,..,I,,,seen,,Spot,really,,much,,package,notifications,yet,.,The,dot,,,,easy,,tell,,something,,delivered,.,I,would,recommend,Amazon,,exactly,,,,,,Dot,,,,Spot,-,,Dot,lights,,colors,-,,ca,n't,,Spot,?,The,,way,,command,alexa,,,get,,blue,ring,,,,make,,ring,yellow,,,package,,updated,,delivery.Overall,,'s,,great,device,,I,,looking,forward,,integrating,,home,around,.,I,'m,already,looking,,dash,buttons,,,smart,plugs,,,etc,..,-,,=,,I,become,,home,owner,instead,,renting,,I,ca,n't,tinker,,,thermostat,I,,,purchasing,,Nest,,,road,,HVAC,integration",0.9979
5,21-Jul-18,Black  Spot,"The screen response time is way better than I expected. Sound quality is good too, also it’s not so bright that I have to turn off the screen but it is an option.  I have a Dot in another room and which ever hears me better is the one that responds.",1,"screen,response,time,,way,better,,I,expected,.,Sound,quality,,good,,,,also,,’,,,,bright,,I,,,turn,,,screen,,,,,option,.,I,,,Dot,,another,room,,,ever,hears,,better,,,one,,responds",0.6942
5,21-Jul-18,Black  Spot,Love it!,1,,0.6696
5,21-Jul-18,Black  Spot,"I LOOOOOOOVE this thing! :) Watching movies on it is a bit of a disaster because of the round screen, but other than that it's a GREAT chachki toy :)",1,"LOOOOOOOVE,,thing,!,:,),Watching,movies,,,,,bit,,,disaster,,,,round,screen,,,,,,,,'s,,GREAT,chachki,toy,:",0.9098
5,20-Jul-18,Black  Spot,We gave the Echo Spot as a gift to my mother in law.  She loves it.  She can play music of all genres!  Easy for her to use.,1,"gave,,Echo,Spot,,,gift,,,mother,,law,.,She,loves,,.,She,,play,music,,,genres,!,Easy,,,,use",0.9041
5,20-Jul-18,Black  Spot,Very easy to set up. Does what is said it will. Very satisfied so far..,1,"easy,,set,,.,Does,,,said,,,.,Very,satisfied,,far",0.742
5,20-Jul-18,Black  Spot,"Great product, need a bit a adjustment to set up spotify, time, weather, etc.. in Hong Kong, but works fine now. I used it as alarm clock + music in bedroom, love it.",1,"product,,,need,,bit,,adjustment,,set,,spotify,,,time,,,weather,,,etc,..,,Hong,Kong,,,,works,fine,,.,I,used,,,alarm,clock,+,music,,bedroom,,,love,",0.8151
3,20-Jul-18,White  Spot,"I bought this to replace a Dot in my bedroom. Already have a Show and a couple of full-sized Echo units in my house.The Spot is okay for what it is. Two issues, one minor and one major:-the minor one - why include the huge bezel on the front? Why not take that space and make the display larger? A total waste of usable space.-the major one, also involves the Show: I'm very used to these devices. I don't need to see &#34;Things to Try&#34; whenever I use a voice command with it (even setting it to rotate once starts this crap over again when you dare to actually use the devices). I'm not a child and I don't need to be told a hundred times how to play music on it. And having this on my nightstand and seeing these highly annoying tips is just outrageous for a unit meant to be used next to a bed. Why doesn't Amazon fix this and give us the option to turn this nonsense off? I want to see a clock face, period, not these silly nanny reminders.",1,"bought,,,replace,,Dot,,,bedroom,.,Already,,,Show,,,couple,,full-sized,Echo,units,,,house.The,Spot,,okay,,,,,.,Two,issues,,,one,minor,,one,major,:,-the,minor,one,-,,include,,huge,bezel,,,front,?,Why,,take,,space,,make,,display,larger,?,A,total,waste,,usable,space.-the,major,one,,,also,involves,,Show,:,I,'m,,used,,,devices,.,I,,n't,need,,see,&,#,34,;,Things,,Try,&,#,34,;,whenever,I,use,,voice,command,,,(,even,setting,,,rotate,,starts,,crap,,,,,dare,,actually,use,,devices,),.,I,'m,,,child,,I,,n't,need,,,told,,hundred,times,,,play,music,,,.,And,,,,,nightstand,,seeing,,highly,annoying,tips,,,outrageous,,,unit,meant,,,used,next,,,bed,.,Why,,n't,Amazon,fix,,,give,us,,option,,turn,,nonsense,,?,I,want,,see,,clock,face,,,period,,,,,silly,nanny,reminders",-0.8793
5,20-Jul-18,Black  Spot,This product just looks adorable in any room and I love it. I recently just bought my mom one as a gift on Prime Day and she can't wait to use it.,1,"product,,looks,adorable,,,room,,I,love,,.,I,recently,,bought,,mom,one,,,gift,,Prime,Day,,,ca,n't,wait,,use,",0.8834
5,20-Jul-18,Black  Spot,love my spot,1,,0.6369
